uri:/instrument/1.0/INDY/chartdata;type=quote;range=1d/csv
ticker:indy
Company-Name:iShares S&P India Nifty 50 Inde
Exchange-Name:NGM
unit:MIN
timezone:EDT
currency:USD
gmtoffset:-14400
previous_close:29.8700
Timestamp:1431437400,1431460800
labels:1431439200,1431442800,1431446400,1431450000,1431453600,1431457200,1431460800
values:Timestamp,close,high,low,open,volume
close:29.0800,29.2500
high:29.0800,29.2500
low:29.0800,29.2500
open:29.0800,29.2500
volume:0,33600
1431437449,29.1600,29.1600,29.1600,29.1600,33600
1431437517,29.1400,29.1500,29.1300,29.1500,5700
1431437578,29.1500,29.1600,29.1300,29.1400,4300
1431437580,29.1100,29.1600,29.1100,29.1500,5100
1431437695,29.1200,29.1200,29.1000,29.1000,2000
1431437721,29.1300,29.1300,29.1100,29.1300,7400
1431437810,29.1300,29.1300,29.1300,29.1300,500
1431437863,29.1200,29.1300,29.1200,29.1300,4600
1431437933,29.1001,29.1300,29.1001,29.1200,1000
1431437994,29.1300,29.1300,29.1000,29.1150,2400
1431438003,29.1400,29.1400,29.1200,29.1300,1800
1431438062,29.1150,29.1300,29.1100,29.1300,5600
1431438170,29.1100,29.1100,29.1100,29.1100,500
1431438185,29.1000,29.1100,29.0900,29.1100,2100
1431438243,29.1000,29.1000,29.0950,29.1000,1700
1431438343,29.0850,29.0900,29.0800,29.0900,2400
1431438392,29.0800,29.0800,29.0800,29.0800,100
1431438452,29.1000,29.1000,29.1000,29.1000,500
1431438511,29.1100,29.1100,29.1000,29.1000,10700
1431438659,29.1100,29.1100,29.1100,29.1100,1500
1431438711,29.1300,29.1300,29.1100,29.1199,3100
1431438763,29.1500,29.1600,29.1500,29.1600,3900
1431438876,29.1300,29.1550,29.1300,29.1500,1800
1431438902,29.1100,29.1200,29.1100,29.1200,1500
1431439085,29.1156,29.1200,29.1156,29.1200,1600
1431439188,29.1299,29.1299,29.1100,29.1200,7100
1431439262,29.0800,29.0800,29.0800,29.0800,100
1431439379,29.1000,29.1050,29.0900,29.0900,400
1431439398,29.1180,29.1180,29.1180,29.1180,100
1431439468,29.1100,29.1100,29.1000,29.1000,300
1431439562,29.1000,29.1000,29.1000,29.1000,200
1431439670,29.1299,29.1299,29.1010,29.1150,2000
1431439744,29.1400,29.1400,29.1000,29.1000,3000
1431439859,29.1500,29.1500,29.1400,29.1400,700
1431439914,29.1443,29.1500,29.1300,29.1500,1000
1431439963,29.1300,29.1500,29.1300,29.1500,1000
1431439988,29.1200,29.1200,29.1200,29.1200,100
1431440081,29.1200,29.1200,29.1200,29.1200,200
1431440174,29.1500,29.1500,29.1200,29.1200,1300
1431440278,29.1500,29.1500,29.1500,29.1500,200
1431440297,29.1300,29.1500,29.1300,29.1500,1200
1431440385,29.1400,29.1400,29.1300,29.1300,700
1431440400,29.1200,29.1200,29.1200,29.1200,300
1431440489,29.1500,29.1500,29.1400,29.1400,600
1431440578,29.1300,29.1300,29.1300,29.1300,100
1431440600,29.1400,29.1404,29.1300,29.1404,1100
1431440672,29.1200,29.1200,29.1200,29.1200,100
1431440715,29.1400,29.1400,29.1400,29.1400,400
1431440765,29.1500,29.1500,29.1301,29.1400,1800
1431440830,29.1600,29.1600,29.1500,29.1500,200
1431440913,29.1400,29.1400,29.1400,29.1400,100
1431440957,29.1500,29.1500,29.1500,29.1500,200
1431441005,29.1400,29.1499,29.1400,29.1400,1400
1431441083,29.1401,29.1500,29.1401,29.1500,300
1431441148,29.1700,29.1700,29.1500,29.1500,300
1431441232,29.1500,29.1700,29.1500,29.1600,700
1431441269,29.1700,29.1700,29.1600,29.1600,200
1431441351,29.1700,29.1700,29.1500,29.1670,500
1431441390,29.1700,29.1700,29.1700,29.1700,100
1431441471,29.1700,29.1700,29.1500,29.1500,400
1431441493,29.1700,29.1700,29.1500,29.1700,1400
1431441575,29.1700,29.1700,29.1699,29.1699,5000
1431441648,29.1800,29.1800,29.1800,29.1800,1400
1431441713,29.1800,29.1800,29.1700,29.1700,200
1431441765,29.1700,29.1800,29.1700,29.1750,2400
1431441833,29.1750,29.1750,29.1750,29.1750,300
1431441867,29.1752,29.1752,29.1700,29.1700,2100
1431441914,29.1800,29.1800,29.1700,29.1800,500
1431441995,29.1800,29.1800,29.1800,29.1800,200
1431442075,29.2000,29.2000,29.1750,29.1750,1900
1431442137,29.2100,29.2100,29.2000,29.2000,1100
1431442156,29.2199,29.2199,29.2000,29.2100,1200
1431442237,29.2100,29.2100,29.2100,29.2100,100
1431442317,29.2150,29.2150,29.2000,29.2100,1200
1431442356,29.2100,29.2100,29.2100,29.2100,200
1431442438,29.2200,29.2200,29.2200,29.2200,100
1431442478,29.2200,29.2200,29.2100,29.2100,400
1431442504,29.2100,29.2200,29.2100,29.2199,1000
1431442585,29.2200,29.2200,29.2200,29.2200,300
1431442640,29.1900,29.2200,29.1900,29.2200,1900
1431442684,29.1900,29.1900,29.1900,29.1900,500
1431442744,29.1900,29.1900,29.1900,29.1900,200
1431442810,29.1900,29.2000,29.1900,29.2000,400
1431442929,29.2100,29.2100,29.1900,29.1900,400
1431443004,29.2100,29.2100,29.2100,29.2100,400
1431443043,29.2100,29.2200,29.2100,29.2200,500
1431443146,29.2300,29.2300,29.2300,29.2300,400
1431443194,29.2300,29.2330,29.2300,29.2330,900
1431443241,29.2200,29.2400,29.2200,29.2300,2400
1431443313,29.2200,29.2200,29.2200,29.2200,100
1431443398,29.2160,29.2160,29.2100,29.2100,200
1431443433,29.2100,29.2200,29.2100,29.2200,300
1431443509,29.2201,29.2201,29.2100,29.2100,3400
1431443552,29.2001,29.2001,29.2000,29.2000,1000
1431443590,29.2000,29.2100,29.2000,29.2100,300
1431443642,29.1900,29.1900,29.1900,29.1900,100
1431443733,29.2000,29.2000,29.2000,29.2000,200
1431443763,29.1800,29.2099,29.1800,29.2000,2400
1431443854,29.1801,29.1801,29.1801,29.1801,100
1431443921,29.1700,29.1800,29.1700,29.1800,3600
1431443947,29.1800,29.1800,29.1800,29.1800,100
1431444015,29.1801,29.1900,29.1800,29.1900,300
1431444152,29.1901,29.1901,29.1901,29.1901,100
1431444296,29.2100,29.2100,29.1900,29.1900,400
1431444338,29.1900,29.1900,29.1900,29.1900,200
1431444364,29.1901,29.1901,29.1901,29.1901,200
1431444449,29.1900,29.1900,29.1900,29.1900,100
1431444537,29.1900,29.2100,29.1900,29.2004,600
1431444540,29.2200,29.2200,29.2110,29.2110,700
1431444610,29.1900,29.2200,29.1900,29.1900,300
1431444695,29.2100,29.2100,29.1901,29.1901,500
